 등록번호,상호,업종,주소,메뉴,영업시간,주차정보,제안수,댓글수
807,신풍매운탕,한식,충청남도 논산시 부적면 신풍길 84-15,민물매운탕,,,,
808,고향식당,한식,충청남도 논산시 연산면 선비로 317,도가니탕,,,,
809,은진손칼국수,한식,충청남도 논산시 은진면 매죽헌로25번길 8,칼국수,,,,
810,태능초가집갈비,한식,충청남도 논산시 중앙로 398번길 7-7,돼지갈비,,,,
811,반월소바,일식,충청남도 논산시 해월로 132,"소바, 돈까스",,,,
812,진관삼거리식당,한식,충청남도 당진시 고대면 항곡로 321,콩국수,,,,
813,하루가,한식,충청남도 당진시 구봉로 101-98,암퇘지구이,,,,
814,김가면옥,한식,충청남도 당진시 면천면 면천로 663-11,콩국수,,,,
815,딸부자집,한식,충청남도 당진시 면천면 면천로 844-4,어죽,,,,
816,마리스포,퓨전,충청남도 당진시 무수동4길 42,쌀국수,,,,
817,제일꽃게장,한식,충청남도 당진시 백암로 246,게장백반,,,,
818,석문손짜장마을,중식,충청남도 당진시 석문면 대호로 1561-1,짬뽕,,,,
819,우렁이박사,한식,충청남도 당진시 신평면 샛터로 7-1,우렁쌈장,,,,
820,역내식당,한식,충청남도 당진시 역천로 560,"어죽, 장어",,,,
821,자연산미꾸라지,한식,충청남도 당진시 정미면 염솔로 418-1,추어탕,,,,
822,장춘닭계장,한식,충청남도 당진시 정안로 50,닭계장,,,,
823,일월굴칼국수,한식,충청남도 보령시 대청로 340,굴칼국수,,,,
824,성주별난버섯,한식,충청남도 보령시 성주면 성주산로 368-1,숫총각버섯탕,,,,
825,우리횟집,한식,충청남도 보령시 오천면 오천해안로 782-12,"회덮밥, 키조개버섯볶음",,,,
826,배다리두부촌,한식,충청남도 보령시 주교면 연지리길 334,두부전골,,,,
827,봉평산골메밀촌,한식,충청남도 보령시 주교면 울계큰길 449,막국수,,,,
828,터가든,한식,충청남도 보령시 천북면 홍보로 666,"굴밥, 굴물회, 굴전",,,,
829,3대냉면,한식,충청남도 보령시 청라면 냉풍욕장길 6,냉면,,,,
830,바닷가탕집,한식,충청남도 보령시 해안로 417,"간재미탕·무침, 도다리",,,,
831,터전,한식,충청남도 부여군 규암면 흥수로 771,"청국장, 돼지두루치기",,,,
832,왕성식당,한식,충청남도 부여군 부여읍 궁남로 6,갈치조림,,,,
833,솔내음,한식,충청남도 부여군 부여읍 나루터로 39,연잎정식,,,,
834,장원막국수,한식,충청남도 부여군 부여읍 나루터로62번길 20,막국수,,,,
835,강촌우렁이,한식,충청남도 부여군 부여읍 부장대로 38,우렁쌈밥,,,,
836,연꽃이야기,한식,충청남도 부여군 부여읍 성왕로 22,연잎덮밥,,,,
837,백제고을누룽지백숙,한식,충청남도 부여군 부여읍 정림로 96-11,누룽지백숙,,,,
838,시골통닭,한식,충청남도 부여군 부여읍 중앙로5번길 14-9,통닭,,,,
839,광명식당,한식,충청남도 부여군 외산면 무량로 192,표고버섯덮밥,,,,
840,진국집,한식,충청남도 서산시 관아문길 19-10,게국지,,,,
841,집으로횟집,한식,충청남도 서산시 대산읍 삼길포1로 165-1,아나고찌개,,,,
842,산아구,한식,충청남도 서산시 율지12길 6,"아구찜, 탕",,,,
843,향토,한식,충청남도 서산시 율지18로 18,간장 꽃게장,,,,
844,서산꽃게장,한식,충청남도 서산시 한마음5로 92,게장정식,,,,
845,영성각,중식,충청남도 서산시 해미면 남문1로 40-1,"짬뽕, 짜장면",,,,
846,읍성 뚝배기,한식,충청남도 서산시 해미면 읍성마을1길 7-7,곰탕,,,,
847,맛이나식당,한식,충청남도 서산시 해미면 읍성마을1길 16-1,돼지찌개,,,,
848,신창어죽,한식,충청남도 서산시 해미면 해운로 141,어죽,,,,
849,얼큰이칼국수,한식,충청남도 공주시 의당로 78,칼국수,,,,
850,대성식당,한식,충청남도 서천군 서면 신월길 10,쫄복탕,,,,
851,신옛집,한식,충청남도 서천군 서천읍 군청로 8,생선구이,,,,
852,민속회관,한식,충청남도 서천군 서천읍 충절로29번길 22,백반,,,,
853,경남식당,한식,충청남도 서천군 장항읍 장산로 304-11,대구탕,,,,
854,진미식당,한식,충청남도 서천군 판교면 종판로 885,"콩국수, 막국수",,,,
855,행운식당,한식,충청남도 서천군 한산면 한산모시길 46,홍어찌개,,,,
856,금강식당,한식,충청남도 서천군 화양면 옥포길8번길 5,우어회백반,,,,
857,식탁,한식,충청남도 아산시 번영로 113-1,오삼불고기,,,,
858,붕어마을,한식,충청남도 아산시 송악면 송악로 647,붕어찜,,,,
859,카페 브리드,카페,충청남도 아산시 신정로 486,앙버터,,,,
860,연춘식당,한식,충청남도 아산시 신정호길 67,장어구이,,,,
861,북한강쭈꾸미,한식,충청남도 아산시 신창면 신정호길 266,쭈꾸미,,,,
862,미성삼색장어,한식,충청남도 아산시 염치읍 방현서길 2,어죽,,,,
863,옴팡집추어탕,한식,충청남도 아산시 온주길16번길 29-4,추어탕,,,,
864,원조음봉할머니집,한식,충청남도 아산시 음봉면 음봉면로 35,삼계탕,,,,
865,향촌칼국수,한식,충청남도 아산시 충무로42번길 9,칼국수,,,,
866,방가삼대뼈얼큰한뼈해장국,한식,충청남도 아산시 탕정면 삼성로 520-9,특뼈다귀해장국,,,,
867,고덕갈비,한식,충청남도 예산군 덕산면 덕산온천로 371-8,소갈비구이,,,,
868,양어장집,한식,충청남도 예산군 대흥면 신속대야로 32,"메기조림, 탕",,,,
869,산마루가든,한식,충청남도 예산군 대흥면 예당긍모로 406,어죽,,,,
870,삽교소머리국밥,한식,충청남도 예산군 삽교읍 두리3길 50-4,국밥,,,,
871,두꺼비식당,한식,충청남도 예산군 삽교읍 삽교로 80,옛날전통국밥,,,,
872,할머니곱창,한식,충청남도 예산군 삽교읍 삽교로 221,돼지곱창,,,,
873,동흥대반점,중식,충청남도 예산군 예산읍 예산로 220-1,짜장면,,,,
874,향천집,한식,충청남도 예산군 예산읍 향천사로 129,엄나무닭,,,,
875,월척오리,한식,충청남도 예산군 응봉면 예당로 1079,오리주물럭,,,,1
876,박속황태칼국수,한식,충청남도 예산군 응봉면 충서로 245,열무막국수,,,,
877,내고향칼국수,한식,충청남도 천안시 동남구 광덕면 신흥리2길 60,칼국수,,,,1
878,만나식당,한식,충청남도 천안시 동남구 목천읍 동평3길 194,"청국장, 콩비지",,,,
879,박순자아우내순대,한식,충청남도 천안시 동남구 병천면 아우내순대길 47,"순대, 순대국밥",,,,
880,장수촌,한식,충청남도 천안시 동남구 샛골길 1-6,오리누룽지백숙,,,,
881,만나식당,한식,충청남도 천안시 동남구 원성25길 11,명태찌개,,,,
882,궁전해물칼국수,한식,충청남도 천안시 동남구 원성2교길 21-1,칼국수,,,,
883,자매곱창청당점,한식,충청남도 천안시 동남구 청수6로 35-12,소곱창,,,,
884,뚜쥬루 빵돌가마마을 / 뚜쥬르과자점빵돌가마점,카페,충청남도 천안시 동남구 풍세로 706,"돌가마만주, 거북이빵",,,,
885,시골집얼큰한뼈해장국,한식,충청남도 천안시 서북구 봉정로 168-3,뼈다귀해장국,,,,
886,삼보어죽 본점 / 삼보삼색장어,한식,충청남도 천안시 서북구 서부8길 40,보양어죽,,,,
887,이모네매운탕,한식,충청남도 천안시 서북구 입장면 성진로 1169,"민물새우매운탕, 민물새우튀김",,,,
888,용천가든,한식,충청남도 천안시 서북구 입장면 성진로 637,김치찌개,,,,
889,남양식당,한식,충청남도 청양군 남양면 만수로 1610,오리백숙,,,,
890,송림회관,한식,충청남도 청양군 남양면 만수로 1778,돼지갈비,,,,
891,까치내흥부가든,한식,충청남도 청양군 대치면 사수터길 115-8,"참게매운탕, 쏘가리매운탕",,,,
892,장수명가,한식,충청남도 청양군 대치면 칠갑산로 955,한방오리백숙,,,,
893,바닷물손두부,한식,충청남도 청양군 대치면 한티고개길 1,"구기자청국장, 바닷물손두부",,,,
894,고향촌,한식,충청남도 청양군 비봉면 은골길 1,황태찌개,,,,
895,작은농원,한식,충청남도 청양군 비봉면 중묵운곡로 51-60,옻닭,,,,
896,양명식당,한식,충청남도 청양군 비봉면 충절로 1991,"아욱된장국, 청국장, 복탕",,,,
897,자매곱창,한식,충청남도 청양군 운곡면 청신로 851-1,"곱창구이, 갈매기살",,,,
898,우렁각시쌈밥,한식,충청남도 청양군 운곡면 청신로 858,"우렁된장찌개, 우렁쌈밥, 우렁무침",,,,
899,소담정,한식,충청남도 청양군 청양읍 중앙로 171-6,매운갈비찜,,,,
900,돌순네부대찌개,한식,충청남도 청양군 청양읍 중앙로 76,"부대찌개, 뼈다귀감자전골",,,,
901,한국음식,한식,충청남도 청양군 청양읍 중앙로13길 1,사골떡국,,,,
902,오미식당,한식,충청남도 청양군 청양읍 중앙로9길 4,순두부백반,,,,
903,한가네어죽,한식,충청남도 청양군 청양읍 중앙로열길 18,뚝배기어죽,,,,
904,별장&봄 / 별장가든,한식,충청남도 청양군 청양읍 충절로 1494,구기자갈비전골,,,,
905,구미식당,한식,충청남도 청양군 청양읍 칠갑산로 225,"아구찜, 아구탕",,,,
906,두레박,한식,충청남도 청양군 청양읍 칠갑산로4길 25,"묵은지등갈비찜, 능이백숙",,,,
907,유연숙매운탕,한식,충청남도 청양군 청양읍 칠갑산로5길 9-1,"미꾸라지, 메기, 새우, 빠가 매운탕, 미꾸라지튀김",,,,
908,카페858,카페,충청남도 태안군 고남면 월고지길 8-58,"858브런치, 모히또",,,,
909,장현각,한식,충청남도 태안군 근흥면 연포2길 71,굴짬뽕,,,,
910,인생버거,양식,충청남도 태안군 소원면 파도길 63-6,수제버거,,,,
911,트레블브레이크커피,카페,충청남도 태안군 안면읍 등마루1길 125,"트레블브레이크커피, 로스트 비프 피자",,,,
912,원풍식당,한식,충청남도 태안군 원북면 원이로 841-1,박속밀국낙지탕,,,,
913,영일식관,한식,충청남도 태안군 이원면 원이로 1559,우럭젓국,,,,
914,대우식당,한식,충청남도 태안군 태안읍 군청8길 42-4,돌솥밥,,,,
915,향토꽃게장,한식,충청남도 태안군 태안읍 능샘1길 44,"꽃게장, 우럭젓국",,,,
916,안흥식당,한식,충청남도 태안군 태안읍 정주내2길 15,아나고스끼야끼,,,,
917,종가집,한식,충청남도 태안군 태안읍 안면대로 171-7,묵은지닭볶음탕,,,,
918,홍두깨칼국수,한식,충청남도 태안군 태안읍 정주내2길 1,해물칼국수,,,,
919,김가네볼태기,한식,충청남도 홍성군 갈산면 갈산로150번길 10,볼태기해장국,,,,
920,유진식당,한식,충청남도 홍성군 광천읍 광천로273번길 19,갈비탕,,,,
921,향숙이네,한식,충청남도 홍성군 문화로 140-5,아나고탕,,,,
922,갯마을회센타,한식,충청남도 홍성군 서부면 서부서길418번길 49,"새조개, 대하",,,,
923,보령참숯갈비,한식,충청남도 홍성군 홍성읍 충서로1318번길 19-17,돼지갈비,,,,
924,산울림,한식,충청남도 홍성군 홍북면 이응노로 255,두부요리,,,,
925,돼지한근,한식,충청남도 홍성군 홍북읍 애향4길 21,삼겹살,,,,
926,오누이식당,한식,충청남도 홍성군 홍성읍 내포로156번길 26,만두전골,,,,
927,대화반점,중식,충청남도 홍성군 홍성읍 조양로120번길 17,"자장면, 짬뽕",,,,
928,충무집,한식,충청남도 홍성군 홍성읍 의사로51번길 52,칼국수,,,,
929,홍흥집,한식,충청남도 홍성군 홍성읍 홍성천길 242,국밥,,,,
930,모양성순두부,한식,전라북도 고창군 고창읍 동리로 133-13,순두부,,,,
931,길뜨락,한식,전라북도 고창군 고창읍 상원사길 1-6,한방오리누룽지백숙,,,,
932,고창선운산풍천장어,한식,전라북도 고창군 고창읍 월곡8길 5,장어구이,,,,
933,전주회관,한식,전라북도 고창군 부안면 복분자로 897,"참게장, 굴밥",,,,
934,정자나무횟집,한식,전라북도 고창군 상하면 구시포해변길 135,쭈꾸미,,,,
935,오복식당,한식,전라북도 고창군 성내면 근촌로 3,"냉면, 갈비탕",,,,
936,우정회관,한식,전라북도 고창군 심원면 심원로 196,간장게장,,,,
937,수궁회관,한식,전라북도 고창군 심원면 심원로 218,굴밥정식,,,,
938,해주가든,한식,전라북도 고창군 아산면 선운대로 2781,"장어구이, 장어누룽지",,,,
939,서원반점,중식,전라북도 군산시 구시장로 63,짬뽕,,,,
940,안젤라분식,한식,전라북도 군산시 구영5길 118-14,"잡채, 김밥",,,,
941,지린성,중식,전라북도 군산시 미원로 87,짬뽕,,,,
942,두메골,한식,전라북도 군산시 백토로 284-20,보리밥,,,,
943,강촌마을,한식,전라북도 군산시 성산면 철새로 90,우렁쌈밥,,,,
944,이성당,양식,전라북도 군산시 중앙로 177,"팥빵, 야채빵",,,,
945,금강꽃게장,한식,전라북도 군산시 진포로 210,간장게장,,,,
946,비행장부대찌개,한식,전라북도 군산시 하나운안2길 14,부대찌개,,,,
947,원평지평선청보리한우촌,한식,전라북도 김제시 금산면 모악로 17,"육회비빔밥, 꽃등심",,,,
948,촌집,한식,전라북도 김제시 금산면 금산사로 561,낙지볶음,,,,
949,풍경가든,한식,전라북도 김제시 백산면 하정2길 221,흑임자오리탕,,,,
950,한우정,한식,전라북도 김제시 벽지산로 317,소머리국밥,,,,
951,대흥각,중식,전라북도 김제시 검산택지1길 29,매운짬뽕,,,,
952,친구사이,한식,전라북도 김제시 신풍동 도작로 93,백반,,,,
953,광주집,한식,전라북도 김제시 요촌동 남북12길 59,복탕,,,,
954,콩사랑뚜부장수,한식,전라북도 김제시 요촌동 요촌중4길 47-11,콩국수,,,,
955,백제삼계탕,한식,전라북도 김제시 요촌서1길 46-8,삼계탕,,,,
956,이가네국수학교,한식,전라북도 김제시 요촌서길 30,국수,,,,
957,임도령남원추어탕,한식,전라북도 김제시 요촌중2길 19,"추어탕, 돈까스",,,,
958,뒷고기,한식,전라북도 김제시 요촌중4길 39-21,"특수부위고기 / 항정상, 꽃살, 소막창",,,,
959,새암골,한식,전라북도 김제시 진봉면 가실5길 82,새우탕,,,,
960,홍미경가든&해장국,한식,전라북도 김제시 하공로 433-123,묵은지닭볶음탕,,,,
961,은빛가든,한식,전라북도 김제시 하흥로 468-12,메기매운탕,,,,
962,유성매운탕,한식,전라북도 남원시 고샘길 104,어탕,,,,
963,종가,한식,전라북도 남원시 고샘길 57,한정식,,,,
964,달궁식당,한식,전라북도 남원시 산내면 지리산로 311,직화흑돼지구이,,,,
965,산촌가든,한식,전라북도 남원시 양림길 48-7,능이오리한방백숙,,,,
966,새집추어탕,한식,전라북도 남원시 천거길 9,추어탕,,,,
967,동막골,한식,전라북도 남원시 요천로 1537,돼지갈비,,,,
968,현식당,한식,전라북도 남원시 의총로 8,추어탕,,,,
969,굴세상,한식,전라북도 남원시 충정로 123-9,굴국밥,,,,
970,천지가든,한식,전라북도 무주군 무주읍 괴목로 1313,한정식,,,,
971,섬마을,한식,전라북도 무주군 무주읍 내도로 126,"빠가어죽, 도리뱅뱅이",,,,
972,금강식당,한식,전라북도 무주군 무주읍 단천로 102,"어죽, 쏘가리탕",,,,
973,반디어촌,한식,전라북도 무주군 무주읍 장터로 2,"어탕국수, 도리뱅뱅이",,,,
